,loss,epoch
0,1.9270329749584199,0.0
1,1.9153859031200409,0.14285714285714285
2,1.8856844186782837,0.2857142857142857
3,1.8706033217906952,0.42857142857142855
4,1.8500836527347564,0.5714285714285714
5,1.8428709399700165,0.7142857142857143
6,1.8375645315647124,0.8571428571428571
7,1.8207057082653046,1.0
8,1.8001261281967162,1.1428571428571428
9,1.786437064409256,1.2857142857142858
10,1.7813461565971374,1.4285714285714286
11,1.766186476945877,1.5714285714285714
12,1.770330022573471,1.7142857142857142
13,1.7617376685142516,1.8571428571428572
14,1.736773601770401,2.0
15,1.7302301061153411,2.142857142857143
16,1.7314080309867859,2.2857142857142856
17,1.7144566094875335,2.4285714285714284
18,1.7244186985492707,2.5714285714285716
19,1.7122519433498382,2.7142857142857144
20,1.7167437052726746,2.857142857142857
21,1.6980457317829132,3.0
22,1.6974121642112732,3.142857142857143
23,1.6954082870483398,3.2857142857142856
24,1.6788789701461793,3.4285714285714284
25,1.6853222930431366,3.5714285714285716
26,1.6843293762207032,3.7142857142857144
27,1.6914990425109864,3.857142857142857
28,1.6819984209537506,4.0
29,1.6721873593330383,4.142857142857143
30,1.6716733241081239,4.285714285714286
31,1.6582978785037994,4.428571428571429
32,1.6583142590522766,4.571428571428571
33,1.6522862935066223,4.714285714285714
34,1.6665915584564208,4.857142857142857
35,1.6587236762046813,5.0
36,1.647257137298584,5.142857142857143
37,1.6539473962783813,5.285714285714286
38,1.6520213603973388,5.428571428571429
39,1.64113201379776,5.571428571428571
40,1.646716605424881,5.714285714285714
41,1.6434501481056214,5.857142857142857
42,1.6404484856128692,6.0
43,1.6289166450500487,6.142857142857143
44,1.636661447286606,6.285714285714286
45,1.6382880842685699,6.428571428571429
46,1.6276047372817992,6.571428571428571
47,1.6282682776451112,6.714285714285714
48,1.6296039509773255,6.857142857142857
49,1.6199705576896668,7.0
50,1.617215930223465,7.142857142857143
51,1.6312519800662995,7.285714285714286
52,1.6082357859611511,7.428571428571429
53,1.620145516395569,7.571428571428571
54,1.6184563279151916,7.714285714285714
55,1.6104725646972655,7.857142857142857
56,1.6051909875869752,8.0
57,1.612232358455658,8.142857142857142
58,1.602719429731369,8.285714285714286
59,1.6073250687122345,8.428571428571429
60,1.6077046608924865,8.571428571428571
61,1.5962107121944427,8.714285714285714
62,1.6090192449092866,8.857142857142858
63,1.5958349978923798,9.0
64,1.607945580482483,9.142857142857142
65,1.6034556925296783,9.285714285714286
66,1.5894112086296082,9.428571428571429
67,1.5939425683021546,9.571428571428571
68,1.5958521366119385,9.714285714285714
69,1.5918246686458588,9.857142857142858
70,1.593394467830658,10.0
71,1.5862155282497405,10.142857142857142
72,1.594120146036148,10.285714285714286
73,1.595106076002121,10.428571428571429
74,1.59529883146286,10.571428571428571
75,1.5853845036029817,10.714285714285714
76,1.5822753930091857,10.857142857142858
77,1.5824785542488098,11.0
78,1.5808541142940522,11.142857142857142
79,1.5810776627063752,11.285714285714286
80,1.5793853354454042,11.428571428571429
81,1.5810213744640351,11.571428571428571
82,1.5832189536094665,11.714285714285714
83,1.5739614617824556,11.857142857142858
84,1.5805899262428285,12.0
85,1.5806252837181092,12.142857142857142
86,1.5695231902599334,12.285714285714286
87,1.580716507434845,12.428571428571429
88,1.5712280249595643,12.571428571428571
89,1.5709612011909484,12.714285714285714
90,1.5728955578804016,12.857142857142858
91,1.5662880742549896,13.0
92,1.567337373495102,13.142857142857142
93,1.5676732122898103,13.285714285714286
94,1.5650714552402496,13.428571428571429
95,1.574832535982132,13.571428571428571
96,1.568417613506317,13.714285714285714
97,1.5623501980304717,13.857142857142858
98,1.5601025903224945,14.0
99,1.5687098181247712,14.142857142857142
100,1.5669583785533905,14.285714285714286
101,1.5673080086708069,14.428571428571429
102,1.5632059264183045,14.571428571428571
103,1.5549876749515534,14.714285714285714
104,1.5531913197040559,14.857142857142858
105,1.555971372127533,15.0
106,1.5525787103176116,15.142857142857142
107,1.5565391743183137,15.285714285714286
108,1.562447131872177,15.428571428571429
109,1.5455158495903014,15.571428571428571
